2Theta,Intensity
44.94,4.46
44.96,5.66
44.98,5.78
45.00,4.00
45.02,6.97
45.04,3.71
45.06,4.79
45.08,6.54
45.10,7.93
45.12,4.23
45.14,6.17
45.16,5.33
45.18,2.63
45.20,3.57
45.22,3.20
45.24,4.25
45.26,4.38
45.28,5.06
45.30,6.95
45.32,5.69
45.34,9.08
45.36,4.81
45.38,6.48
45.40,6.11
45.42,8.03
45.44,5.62
45.46,8.07
45.48,10.10
45.50,7.76
45.52,10.30
45.54,13.20
45.56,14.35
45.58,16.82
45.60,24.59
45.62,25.74
45.64,33.39
45.66,35.04
45.68,40.61
45.70,47.11
45.72,50.20
45.74,53.09
45.76,56.38
45.78,59.76
45.80,59.00
45.82,59.49
45.84,54.07
45.86,53.61
45.88,50.24
45.90,45.15
45.92,39.43
45.94,34.47
45.96,30.89
45.98,28.32
46.00,19.74
46.02,17.72
46.04,16.47
46.06,12.95
46.08,10.27
46.10,8.16
46.12,7.68
46.14,6.65
46.16,2.91
46.18,4.69
46.20,2.56
46.22,7.23
46.24,6.41
46.26,3.92
46.28,6.27
46.30,8.71
46.32,4.08
46.34,6.96
46.36,5.55
46.38,4.65
46.40,3.34
46.42,4.17
46.44,4.41
46.46,1.53
46.48,5.80
46.50,4.52
46.52,5.69
46.54,4.37
46.56,9.50
46.58,2.51
46.60,3.60
46.62,6.06
46.64,8.54
46.66,3.51
46.68,7.74
46.70,3.62
46.72,6.94
46.74,5.11
46.76,8.34
46.78,7.67
46.80,4.03
46.82,9.40
46.84,3.31
46.86,4.53
46.88,7.71
46.90,3.90
46.92,4.04
46.94,5.20
46.96,5.68
46.98,5.58
47.00,3.88
47.02,5.30
47.04,5.96
47.06,7.26
47.08,5.49
47.10,3.12
47.12,5.04
47.14,4.07
47.16,6.98
47.18,2.49
47.20,5.84
47.22,3.40
47.24,6.91
47.26,6.16
47.28,5.33
47.30,5.76
47.32,4.49
47.34,6.01
47.36,4.93
47.38,6.10
47.40,5.09
47.42,1.28
47.44,4.23
47.46,7.28
47.48,7.18
47.50,5.16
47.52,4.81
47.54,4.50
47.56,5.95
47.58,5.87
47.60,3.53
47.62,5.99
47.64,6.85
47.66,3.57
47.68,4.72
47.70,5.70
47.72,6.08
47.74,4.37
47.76,4.21
47.78,4.30
47.80,5.58
47.82,5.64
47.84,4.97
47.86,2.95
47.88,3.37
47.90,5.96
47.92,3.17
47.94,5.34
47.96,4.46
47.98,4.10
48.00,5.04
48.02,7.51
48.04,5.43
48.06,4.56
48.08,2.79
48.10,5.77
48.12,6.71
48.14,5.91
48.16,6.75
48.18,5.71
48.20,3.05
48.22,4.93
48.24,5.79
48.26,6.08
48.28,4.26
48.30,4.90
48.32,5.55
48.34,6.91
48.36,6.51
48.38,5.97
48.40,5.59
48.42,3.46
48.44,3.35
48.46,4.86
48.48,6.56
48.50,5.59
48.52,5.84
48.54,2.75
48.56,2.81
48.58,6.68
48.60,4.95
48.62,3.03
48.64,6.32
48.66,5.39
48.68,9.43
48.70,6.88
48.72,5.52
48.74,4.77
48.76,5.35
48.78,4.85
48.80,2.84
48.82,6.39
48.84,5.41
48.86,0.87
48.88,4.05
48.90,3.76
48.92,6.47
48.94,4.93
48.96,7.23
48.98,2.61
49.00,3.39
49.02,6.60
49.04,4.02
49.06,3.41
49.08,4.21
49.10,3.86
49.12,5.81
49.14,6.68
49.16,2.62
49.18,4.56
49.20,5.02
49.22,5.12
49.24,6.25
49.26,5.18
49.28,4.13
49.30,3.33
49.32,2.26
49.34,4.44
49.36,5.02
49.38,6.38
49.40,4.43
49.42,8.49
49.44,4.89
49.46,4.28
49.48,5.57
49.50,3.54
49.52,5.31
49.54,1.91
49.56,6.02
49.58,5.12
49.60,5.35
49.62,5.29
49.64,3.21
49.66,3.87
49.68,7.74
49.70,6.44
49.72,5.30
49.74,7.63
49.76,8.86
49.78,13.07
49.80,14.57
49.82,17.45
49.84,21.54
49.86,32.04
49.88,38.38
49.90,48.58
49.92,61.61
49.94,77.71
49.96,95.59
49.98,115.32
50.00,133.57
50.02,150.86
50.04,164.08
50.06,176.52
50.08,185.91
50.10,186.37
50.12,184.92
50.14,173.01
50.16,162.74
50.18,148.01
50.20,128.18
50.22,114.29
50.24,98.23
50.26,78.20
50.28,63.73
50.30,48.60
50.32,37.79
50.34,29.79
50.36,20.42
50.38,18.59
50.40,10.03
50.42,10.63
50.44,7.51
50.46,9.23
50.48,7.34
50.50,2.57
50.52,1.76
50.54,3.71
50.56,4.36
50.58,4.78
50.60,5.08
50.62,6.03
50.64,2.96
50.66,2.30
50.68,5.38
50.70,4.46
50.72,4.85
50.74,4.04
50.76,4.74
50.78,7.23
50.80,2.57
50.82,3.16
50.84,5.96
50.86,7.35
50.88,4.69
50.90,3.11
50.92,2.00
50.94,5.39
50.96,3.13
50.98,8.26
51.00,8.51
51.02,5.34
51.04,5.73
51.06,4.82
51.08,6.71
51.10,5.00
51.12,5.10
51.14,7.04
51.16,5.94
51.18,8.20
51.20,2.54
51.22,4.17
51.24,3.64
51.26,6.26
51.28,4.26
51.30,5.90
51.32,3.25
51.34,4.86
51.36,8.45
51.38,7.46
51.40,2.18
51.42,5.55
51.44,6.24
51.46,4.26
51.48,3.35
51.50,5.99
51.52,5.15
51.54,5.83
51.56,4.76
51.58,8.50
51.60,3.63
51.62,4.26
51.64,5.77
51.66,6.10
51.68,2.93
51.70,6.95
51.72,2.81
51.74,5.01
51.76,4.54
51.78,3.94
51.80,6.70
51.82,1.48
51.84,3.90
51.86,3.65
51.88,6.31
51.90,7.33
51.92,6.16
51.94,7.09
51.96,1.66
51.98,5.25
52.00,2.93
52.02,4.44
52.04,5.37
52.06,5.14
52.08,7.06
52.10,2.03
52.12,3.75
52.14,2.78
52.16,2.54
52.18,6.51
52.20,5.27
52.22,7.33
52.24,6.78
52.26,5.10
52.28,3.55
52.30,6.49
52.32,3.96
52.34,3.20
52.36,3.27
52.38,5.18
52.40,6.90
52.42,5.08
52.44,6.84
52.46,5.14
52.48,4.36
52.50,9.08
52.52,7.73
52.54,5.30
52.56,3.75
52.58,2.59
52.60,5.60
52.62,4.62
52.64,5.70
52.66,5.48
52.68,5.65
52.70,6.71
52.72,5.47
52.74,3.91
52.76,3.84
52.78,5.87
52.80,3.39
52.82,6.08
52.84,6.07
52.86,4.93
52.88,3.83
52.90,2.34
52.92,3.31
52.94,2.56
52.96,5.04
52.98,4.34
53.00,3.62
53.02,6.31
53.04,5.19
53.06,5.07
53.08,5.84
53.10,6.55
53.12,2.60
53.14,6.06
53.16,2.29
53.18,3.81
53.20,6.52
53.22,6.04
53.24,6.00
53.26,5.27
53.28,7.12
53.30,2.69
53.32,4.54
53.34,5.07
53.36,8.05
53.38,6.54
53.40,6.56
53.42,3.86
53.44,8.37
53.46,5.71
53.48,3.49
53.50,8.52
53.52,2.86
53.54,3.70
53.56,4.65
53.58,3.53
53.60,5.79
53.62,5.42
53.64,5.17
53.66,7.84
53.68,2.55
53.70,7.05
53.72,3.76
53.74,7.19
53.76,7.86
53.78,8.45
53.80,4.71
53.82,3.26
53.84,5.49
53.86,4.92
53.88,2.36
53.90,6.10
53.92,3.62
53.94,7.16
53.96,6.45
53.98,4.58
54.00,5.05
54.02,4.64
54.04,4.31
54.06,9.65
54.08,3.60
54.10,5.08
54.12,6.49
54.14,4.42
54.16,4.06
54.18,3.01
54.20,6.79
54.22,6.07
54.24,5.71
54.26,2.74
54.28,5.76
54.30,5.43
54.32,4.50
54.34,2.95
54.36,4.94
54.38,3.73
54.40,5.19
54.42,5.21
54.44,4.67
54.46,6.61
54.48,5.35
54.50,6.47
54.52,6.63
54.54,7.98
54.56,5.65
54.58,7.42
54.60,10.41
54.62,10.64
54.64,13.82
54.66,15.32
54.68,15.97
54.70,20.74
54.72,22.12
54.74,27.26
54.76,32.05
54.78,34.35
54.80,39.45
54.82,36.69
54.84,40.73
54.86,43.11
54.88,44.18
54.90,45.87
54.92,44.53
54.94,45.82
54.96,44.11
54.98,41.29
55.00,36.92
55.02,36.97
55.04,35.01
55.06,32.72
55.08,30.91
55.10,32.24
55.12,29.23
55.14,30.06
55.16,32.73
55.18,34.07
55.20,36.34
55.22,36.47
55.24,36.59
55.26,37.99
55.28,39.94
55.30,41.86
55.32,41.22
55.34,35.94
55.36,37.45
55.38,33.94
55.40,29.54
55.42,31.18
55.44,25.02
55.46,22.67
55.48,22.28
55.50,14.85
55.52,12.77
55.54,13.60
55.56,7.78
55.58,8.55
55.60,7.51
55.62,8.15
55.64,6.75
55.66,4.39
55.68,6.95
55.70,6.58
55.72,3.61
55.74,4.08
55.76,4.28
55.78,3.31
55.80,6.62
55.82,4.53
55.84,4.59
55.86,3.45
55.88,4.41
55.90,7.23
55.92,6.12
55.94,2.57
55.96,3.52
55.98,5.95
56.00,4.25
56.02,4.17
56.04,3.71
56.06,3.00
56.08,5.14
56.10,4.43
56.12,6.71
56.14,4.90
56.16,3.55
56.18,6.04
56.20,7.02
56.22,3.90
56.24,2.45
56.26,4.28
56.28,2.98
56.30,7.46
56.32,2.92
56.34,4.51
56.36,7.21
56.38,6.31
56.40,4.23
56.42,3.83
56.44,4.73
56.46,4.64
56.48,7.24
56.50,4.77
56.52,2.98
56.54,6.48
56.56,6.56
56.58,4.66
56.60,6.16
56.62,5.08
56.64,3.20
56.66,4.89
56.68,3.31
56.70,4.09
56.72,3.66
56.74,5.61
56.76,5.46
56.78,3.30
56.80,4.04
56.82,5.62
56.84,6.61
56.86,6.42
56.88,3.52
56.90,9.45
56.92,11.04
56.94,11.83
56.96,11.57
56.98,13.28
57.00,13.03
57.02,16.22
57.04,16.32
57.06,20.35
57.08,20.17
57.10,25.25
57.12,25.70
57.14,28.96
57.16,29.27
57.18,29.06
57.20,31.26
57.22,27.99
57.24,28.60
57.26,27.00
57.28,27.35
57.30,24.26
57.32,22.72
57.34,20.95
57.36,14.49
57.38,14.55
57.40,14.19
57.42,13.79
57.44,11.61
57.46,11.42
57.48,8.05
57.50,7.67
57.52,6.08
57.54,5.66
57.56,4.67
57.58,4.81
57.60,5.14
57.62,4.30
57.64,5.22
57.66,2.39
57.68,5.71
57.70,5.31
57.72,5.69
57.74,4.32
57.76,4.25
57.78,6.48
57.80,4.77
57.82,7.98
57.84,2.89
57.86,4.63
57.88,3.31
57.90,3.82
57.92,3.82
57.94,4.28
57.96,6.17
57.98,3.28
58.00,5.92
58.02,2.84
58.04,4.39
58.06,6.98
58.08,5.69
58.10,5.41
58.12,5.95
58.14,5.86
58.16,5.94
58.18,7.11
58.20,3.44
58.22,4.89
58.24,5.96
58.26,6.12
58.28,5.84
58.30,6.96
58.32,4.25
58.34,2.98
58.36,6.91
58.38,5.00
58.40,4.18
58.42,5.05
58.44,4.35
58.46,6.51
58.48,6.34
58.50,5.47
58.52,5.81
58.54,5.05
58.56,6.54
58.58,1.46
58.60,3.25
58.62,4.94
58.64,4.38
58.66,3.57
58.68,5.93
58.70,3.53
58.72,5.33
58.74,5.19
58.76,5.09
58.78,3.76
58.80,4.71
58.82,6.84
58.84,5.82
58.86,6.44
58.88,4.88
58.90,2.45
58.92,4.30
58.94,4.77
58.96,6.95
58.98,6.70
59.00,5.64
59.02,3.72
59.04,5.19
59.06,4.61
59.08,4.63
59.10,3.15
59.12,5.70
59.14,4.96
59.16,6.21
59.18,2.81
59.20,3.31
59.22,10.47
59.24,3.68
59.26,5.43
59.28,5.66
59.30,3.53
59.32,7.59
59.34,4.91
59.36,5.24
59.38,7.75
59.40,3.86
59.42,4.35
59.44,4.62
59.46,3.17
59.48,5.79
59.50,6.33
59.52,6.25
59.54,7.50
59.56,8.59
59.58,8.89
59.60,9.52
59.62,13.71
59.64,13.43
59.66,19.83
59.68,21.43
59.70,27.58
59.72,34.58
59.74,34.42
59.76,43.91
59.78,50.11
59.80,59.63
59.82,62.31
59.84,72.02
59.86,69.47
59.88,74.70
59.90,74.42
59.92,74.93
59.94,70.92
59.96,67.25
59.98,60.19
60.00,57.23
60.02,48.47
60.04,42.23
60.06,37.95
60.08,31.66
60.10,27.98
60.12,19.69
60.14,18.37
60.16,14.96
60.18,11.43
60.20,8.68
60.22,8.26
60.24,8.62
60.26,5.95
60.28,7.25
60.30,5.20
60.32,7.97
60.34,5.27
60.36,4.87
60.38,2.66
60.40,2.90
60.42,5.60
60.44,4.67
60.46,5.43
60.48,3.98
60.50,4.78
60.52,4.07
60.54,5.44
60.56,4.67
60.58,7.80
60.60,3.97
60.62,6.68
60.64,3.42
60.66,4.30
60.68,3.74
60.70,6.89
60.72,5.66
60.74,5.21
60.76,5.35
60.78,3.37
60.80,7.10
60.82,7.08
60.84,4.95
60.86,5.02
60.88,5.97
60.90,4.74
60.92,4.70
60.94,4.26
60.96,4.48
60.98,4.29
61.00,6.09
61.02,4.51
61.04,4.36
61.06,4.06
61.08,2.75
61.10,7.34
61.12,5.76
61.14,6.30
61.16,4.21
61.18,7.19
61.20,5.22
61.22,7.18
61.24,4.98
61.26,4.93
61.28,4.21
61.30,5.12
61.32,5.34
61.34,7.24
61.36,7.31
61.38,5.13
61.40,6.83
61.42,0.92
61.44,4.29
61.46,5.37
61.48,6.33
61.50,5.63
61.52,4.92
61.54,4.31
61.56,3.80
61.58,7.85
61.60,6.68
61.62,6.96
61.64,5.02
61.66,4.20
61.68,5.83
61.70,4.96
61.72,4.81
61.74,4.96
61.76,4.05
61.78,3.69
61.80,4.64
61.82,2.92
61.84,5.90
61.86,6.26
61.88,3.85
61.90,2.26
61.92,5.59
61.94,5.36
61.96,5.03
61.98,3.00
62.00,2.12
62.02,7.57
62.04,4.68
62.06,5.76
62.08,4.89
62.10,5.62
62.12,3.08
62.14,4.33
62.16,2.97
62.18,3.37
62.20,3.94
62.22,2.29
62.24,4.31
62.26,3.93
62.28,3.22
62.30,4.80
62.32,4.98
62.34,3.74
62.36,8.02
62.38,6.08
62.40,6.68
62.42,4.51
62.44,6.34
62.46,6.15
62.48,3.47
62.50,3.98
62.52,9.37
62.54,4.38
62.56,5.73
62.58,4.68
62.60,6.25
62.62,3.51
62.64,3.49
62.66,6.70
62.68,5.30
62.70,1.28
62.72,5.04
62.74,4.73
62.76,6.07
62.78,5.48
62.80,5.51
62.82,5.13
62.84,5.44
62.86,3.27
62.88,3.78
62.90,3.72
62.92,2.99
62.94,6.18
62.96,6.62
62.98,5.92
63.00,4.10
63.02,4.19
63.04,4.34
63.06,6.67
63.08,5.79
63.10,7.61
63.12,3.55
63.14,4.66
63.16,3.11
63.18,2.87
63.20,4.77
63.22,4.50
63.24,4.23
63.26,2.70
63.28,5.30
63.30,4.57
63.32,6.37
63.34,5.83
63.36,3.03
63.38,5.59
63.40,4.10
63.42,7.30
63.44,4.96
63.46,4.24
63.48,4.39
63.50,2.75
63.52,6.91
63.54,8.18
63.56,2.41
63.58,4.62
63.60,4.83
63.62,4.11
63.64,6.83
63.66,6.87
63.68,4.63
63.70,8.11
63.72,5.05
63.74,4.64
63.76,5.42
63.78,3.88
63.80,7.18
63.82,5.92
63.84,4.47
63.86,4.72
63.88,3.64
63.90,5.39
63.92,3.06
63.94,5.00
63.96,4.22
63.98,5.85
64.00,6.56
64.02,6.18
64.04,4.82
64.06,3.94
64.08,4.55
64.10,4.98
64.12,5.73
64.14,4.15
64.16,3.55
64.18,5.26
64.20,7.04
64.22,7.81
64.24,6.19
64.26,3.51
64.28,7.11
64.30,3.73
64.32,3.84
64.34,5.64
64.36,2.93
64.38,6.20
64.40,4.92
64.42,5.60
64.44,3.76
64.46,6.27
64.48,5.77
64.50,4.46
64.52,6.42
64.54,1.01
64.56,5.54
64.58,4.84
64.60,3.81
64.62,5.27
64.64,5.75
64.66,3.89
64.68,4.82
64.70,4.94
64.72,5.59
64.74,6.84
64.76,4.30
64.78,6.98
64.80,3.04
64.82,5.45
64.84,2.42
64.86,5.11
64.88,6.08
64.90,8.03
64.92,5.07
64.94,3.88
64.96,6.54
64.98,5.06
65.00,5.15
65.02,6.38
65.04,6.64
65.06,2.40
65.08,5.08
65.10,4.98
65.12,3.40
65.14,2.56
65.16,4.90
65.18,4.30
65.20,3.91
65.22,4.79
65.24,4.47
65.26,5.03
65.28,7.37
65.30,4.95
65.32,7.82
65.34,6.87
65.36,6.45
65.38,3.91
65.40,4.56
65.42,3.62
65.44,5.62
65.46,4.90
65.48,5.66
65.50,5.45
65.52,5.25
65.54,4.46
65.56,3.54
65.58,4.34
65.60,6.07
65.62,4.75
65.64,4.91
65.66,6.30
65.68,5.73
65.70,2.79
65.72,4.88
65.74,3.69
65.76,4.92
65.78,5.59
65.80,5.76
65.82,7.50
65.84,4.25
65.86,4.56
65.88,5.86
65.90,6.44
65.92,3.45
65.94,6.03
65.96,6.00
65.98,4.77
66.00,4.58
66.02,6.10
66.04,5.64
66.06,5.60
66.08,3.90
66.10,2.42
66.12,4.86
66.14,4.59
66.16,5.69
66.18,3.85
66.20,5.95
66.22,5.61
66.24,3.89
66.26,6.42
66.28,4.49
66.30,3.96
66.32,5.38
66.34,4.98
66.36,3.64
66.38,5.93
66.40,4.99
66.42,3.86
66.44,2.37
66.46,5.64
66.48,5.15
66.50,5.18
66.52,7.07
66.54,1.26
66.56,6.90
66.58,7.05
66.60,3.53
66.62,6.52
66.64,3.78
66.66,3.44
66.68,4.85
66.70,7.74
66.72,5.54
66.74,5.07
66.76,6.33
66.78,4.07
66.80,7.25
66.82,7.36
66.84,5.64
66.86,3.82
66.88,6.61
66.90,5.44
66.92,5.97
66.94,6.70
66.96,5.65
66.98,3.65
67.00,7.24
67.02,5.42
67.04,5.49
67.06,5.92
67.08,5.47
67.10,6.12
67.12,5.30
67.14,4.73
67.16,4.17
67.18,4.23
67.20,4.57
67.22,6.48
67.24,4.49
67.26,4.83
67.28,4.85
67.30,5.80
67.32,5.97
67.34,7.96
67.36,2.91
67.38,4.66
67.40,5.86
67.42,2.47
67.44,7.61
67.46,4.83
67.48,3.81
67.50,6.46
67.52,1.70
67.54,5.32
67.56,3.51
67.58,4.98
67.60,5.56
67.62,6.19
67.64,5.62
67.66,8.13
67.68,5.09
67.70,4.49
67.72,6.84
67.74,4.90
67.76,5.63
67.78,0.00
67.80,5.68
67.82,4.89
67.84,4.35
67.86,4.02
67.88,6.35
67.90,1.94
67.92,9.72
67.94,6.73
67.96,5.55
67.98,7.85
68.00,5.41
68.02,3.66
68.04,6.54
68.06,2.55
68.08,5.90
68.10,6.80
68.12,5.80
68.14,2.82
68.16,5.31
68.18,4.82
68.20,3.89
68.22,1.53
68.24,3.22
68.26,4.25
68.28,6.69
68.30,9.13
68.32,6.29
68.34,3.82
68.36,4.37
68.38,6.62
68.40,5.92
68.42,5.59
68.44,5.36
68.46,6.80
68.48,8.35
68.50,5.01
68.52,5.24
68.54,5.76
68.56,4.31
68.58,1.71
68.60,5.74
68.62,3.90
68.64,6.97
68.66,5.27
68.68,7.25
68.70,3.71
68.72,6.70
68.74,2.55
68.76,6.41
68.78,4.64
68.80,6.41
68.82,4.46
68.84,6.02
68.86,5.75
68.88,5.57
68.90,5.66
68.92,7.52
68.94,4.16
68.96,7.11
68.98,4.47
69.00,6.81
69.02,8.51
69.04,3.80
69.06,1.77
69.08,5.25
69.10,3.96
69.12,4.21
69.14,4.51
69.16,4.20
69.18,7.15
69.20,6.69
69.22,6.74
69.24,8.47
69.26,3.84
69.28,1.25
69.30,8.04
69.32,5.38
69.34,4.92
69.36,2.30
69.38,2.97
69.40,6.04
69.42,4.79
69.44,1.77
69.46,3.59
69.48,6.57
69.50,6.92
69.52,5.32
69.54,9.25
69.56,6.54
69.58,7.72
69.60,7.00
69.62,6.25
69.64,2.99
69.66,2.60
69.68,3.89
69.70,5.39
69.72,5.00
69.74,5.56
69.76,4.97
69.78,5.72
69.80,6.48
69.82,5.01
69.84,4.57
69.86,1.07
69.88,6.31
69.90,3.84
69.92,3.64
69.94,6.30
69.96,6.38
69.98,6.02
70.00,6.43
70.02,3.36
70.04,4.66
70.06,4.17
70.08,7.59
70.10,6.30
70.12,4.63
70.14,6.26
70.16,5.56
70.18,4.82
70.20,5.70
70.22,6.28
70.24,4.79
70.26,3.12
70.28,5.53
70.30,4.60
70.32,3.28
70.34,3.85
70.36,4.63
70.38,5.04
70.40,5.84
70.42,4.68
70.44,5.67
70.46,4.44
70.48,5.82
70.50,5.60
70.52,5.85
70.54,7.16
70.56,4.58
70.58,2.61
70.60,4.88
70.62,6.21
70.64,5.04
70.66,5.48
70.68,2.42
70.70,3.75
70.72,5.81
70.74,6.17
70.76,3.87
70.78,5.55
70.80,3.93
70.82,3.27
70.84,5.11
70.86,5.33
70.88,5.59
70.90,6.10
70.92,7.52
70.94,6.42
70.96,4.46
70.98,6.41
71.00,2.80
71.02,5.15
71.04,6.58
71.06,6.02
71.08,6.24
71.10,7.87
71.12,3.89
71.14,6.19
71.16,4.86
71.18,6.67
71.20,5.18
71.22,6.17
71.24,7.32
71.26,5.95
71.28,4.69
71.30,4.45
71.32,3.96
71.34,6.56
71.36,6.97
71.38,4.63
71.40,2.29
71.42,4.05
71.44,5.65
71.46,3.58
71.48,2.06
71.50,4.33
71.52,1.94
71.54,5.49
71.56,4.40
71.58,5.09
71.60,6.94
71.62,3.64
71.64,1.78
71.66,4.96
71.68,5.70
71.70,2.86
71.72,4.45
71.74,4.48
71.76,5.04
71.78,4.08
71.80,9.00
71.82,4.61
71.84,5.28
71.86,4.27
71.88,1.04
71.90,7.07
71.92,0.26
71.94,7.04
71.96,3.02
71.98,2.96
72.00,4.84
72.02,8.29
72.04,5.48
72.06,4.71
72.08,3.85
72.10,5.98
72.12,4.44
72.14,6.07
72.16,2.05
72.18,5.79
72.20,5.48
72.22,2.96
72.24,3.45
72.26,4.78
72.28,4.27
72.30,5.44
72.32,2.85
72.34,3.67
72.36,8.17
72.38,3.74
72.40,4.36
72.42,4.73
72.44,4.58
72.46,6.81
72.48,4.14
72.50,6.28
72.52,3.72
72.54,6.16
72.56,4.68
72.58,4.74
72.60,4.87
72.62,5.83
72.64,3.21
72.66,3.54
72.68,8.06
72.70,5.76
72.72,4.46
72.74,5.96
72.76,4.91
72.78,1.62
72.80,5.24
72.82,4.82
72.84,5.52
72.86,3.84
72.88,4.67
72.90,6.71
72.92,4.77
72.94,4.36
72.96,5.55
72.98,4.41
73.00,6.60
73.02,4.74
73.04,5.55
73.06,3.94
73.08,3.13
73.10,6.08
73.12,5.39
73.14,5.96
73.16,6.11
73.18,2.80
73.20,5.18
73.22,1.99
73.24,5.78
73.26,3.37
73.28,5.70
73.30,6.09
73.32,4.19
73.34,4.97
73.36,6.83
73.38,2.52
73.40,5.97
73.42,5.18
73.44,6.42
73.46,2.52
73.48,5.01
73.50,6.66
73.52,7.04
73.54,3.85
73.56,4.58
73.58,7.76
73.60,2.87
73.62,4.93
73.64,5.27
73.66,5.26
73.68,3.60
73.70,6.45
73.72,6.33
73.74,7.72
73.76,3.81
73.78,4.28
73.80,6.64
73.82,7.72
73.84,4.99
73.86,2.71
73.88,4.68
73.90,6.45
73.92,6.02
73.94,6.67
73.96,7.89
73.98,4.35
74.00,3.64
74.02,3.20
74.04,4.82
74.06,6.53
74.08,7.59
74.10,5.33
74.12,5.02
74.14,4.80
74.16,6.84
74.18,3.86
74.20,4.84
74.22,4.88
74.24,4.96
74.26,7.71
74.28,3.66
74.30,8.68
74.32,4.02
74.34,3.77
74.36,4.01
74.38,5.97
74.40,4.98
74.42,6.68
74.44,3.76
74.46,2.49
74.48,4.44
74.50,5.42
74.52,2.80
74.54,4.84
74.56,5.80
74.58,3.79
74.60,3.76
74.62,3.36
74.64,4.78
74.66,5.68
74.68,9.12
74.70,6.75
74.72,3.11
74.74,2.69
74.76,4.83
74.78,7.36
74.80,5.99
74.82,4.21
74.84,6.50
74.86,7.07
74.88,7.19
74.90,3.40
74.92,5.66
74.94,3.08
74.96,3.79
74.98,3.08
75.00,4.61
75.02,2.85
75.04,6.16
75.06,4.98
75.08,3.70
75.10,5.73
75.12,7.30
75.14,5.52
75.16,4.12
75.18,4.57
75.20,4.84
75.22,3.95
75.24,2.43
75.26,4.43
75.28,6.86
75.30,3.76
75.32,2.10
75.34,4.87
75.36,6.65
75.38,2.42
75.40,5.29
75.42,5.62
75.44,5.81
75.46,5.84
75.48,5.91
75.50,2.62
75.52,5.92
75.54,7.07
75.56,4.67
75.58,5.56
75.60,3.48
75.62,6.95
75.64,4.07
75.66,7.47
75.68,4.43
75.70,6.02
75.72,4.20
75.74,7.82
75.76,2.04
75.78,5.55
75.80,1.88
75.82,3.19
75.84,7.84
75.86,6.36
75.88,1.98
75.90,4.99
75.92,4.07
75.94,5.85
75.96,7.78
75.98,5.98
76.00,5.65
76.02,5.76
76.04,3.36
76.06,6.05
76.08,6.38
76.10,4.08
76.12,4.04
76.14,7.17
76.16,5.31
76.18,3.29
76.20,4.36
76.22,4.31
76.24,4.90
76.26,4.89
76.28,4.63
76.30,7.51
76.32,6.25
76.34,7.22
76.36,2.46
76.38,5.17
76.40,6.76
76.42,6.09
76.44,3.98
76.46,3.87
76.48,6.44
76.50,4.68
76.52,5.97
76.54,5.23
76.56,4.82
76.58,5.18
76.60,3.76
76.62,7.55
76.64,5.82
76.66,7.10
76.68,4.21
76.70,4.19
76.72,4.52
76.74,3.71
76.76,6.02
76.78,6.07
76.80,4.23
76.82,4.52
76.84,5.56
76.86,3.87
76.88,4.39
76.90,7.34
76.92,3.88
76.94,4.22
76.96,8.76
76.98,1.81
77.00,3.22
77.02,7.70
77.04,4.39
77.06,5.75
77.08,8.18
77.10,3.92
77.12,4.11
77.14,5.62
77.16,4.89
77.18,4.21
77.20,4.80
77.22,3.01
77.24,5.70
77.26,6.25
77.28,4.76
77.30,4.66
77.32,5.82
77.34,4.19
77.36,4.54
77.38,4.90
77.40,7.21
77.42,4.93
77.44,4.83
77.46,4.75
77.48,4.42
77.50,3.55
77.52,3.62
77.54,6.29
77.56,4.15
77.58,5.14
77.60,4.29
77.62,3.01
77.64,4.30
77.66,7.10
77.68,4.38
77.70,3.99
77.72,4.36
77.74,4.50
77.76,5.34
77.78,4.38
77.80,4.85
77.82,4.26
77.84,5.54
77.86,5.47
77.88,5.32
77.90,5.95
77.92,4.85
77.94,6.82
77.96,5.70
77.98,7.23
78.00,4.88
78.02,5.41
78.04,3.98
78.06,5.02
78.08,6.23
78.10,4.45
78.12,7.24
78.14,5.04
78.16,7.37
78.18,3.43
78.20,4.58
78.22,4.26
78.24,6.52
78.26,5.96
78.28,4.89
78.30,4.32
78.32,4.96
78.34,6.09
78.36,6.25
78.38,4.91
78.40,4.33
78.42,5.15
78.44,5.19
78.46,5.38
78.48,4.32
78.50,7.61
78.52,4.06
78.54,7.27
78.56,7.09
78.58,6.42
78.60,7.81
78.62,5.83
78.64,4.52
78.66,4.22
78.68,3.99
78.70,6.26
78.72,2.78
78.74,2.87
78.76,7.30
78.78,6.52
78.80,5.62
78.82,6.39
78.84,6.16
78.86,4.72
78.88,2.80
78.90,6.92
78.92,5.67
78.94,2.94
78.96,5.21
78.98,4.30
79.00,4.83
79.02,4.51
79.04,5.83
79.06,4.69
79.08,3.27
79.10,6.01
79.12,5.73
79.14,2.86
79.16,5.61
79.18,6.33
79.20,4.77
79.22,5.28
79.24,3.85
79.26,2.37
79.28,5.78
79.30,4.87
79.32,5.64
79.34,4.65
79.36,4.61
79.38,5.24
79.40,4.91
79.42,6.30
79.44,4.36
79.46,2.83
79.48,5.22
79.50,3.05
79.52,1.20
79.54,3.35
79.56,4.34
79.58,3.81
79.60,2.69
79.62,4.66
79.64,6.82
79.66,6.24
79.68,5.01
79.70,6.38
79.72,4.34
79.74,3.68
79.76,6.02
79.78,3.37
79.80,5.50
79.82,4.96
79.84,4.46
79.86,4.31
79.88,6.71
